Fiscal Year,Slicer,COVID FILTER,Data Slicer,Location,Offenses,Select Sheet,Stage Filter,AGE ,AGE1,All,Basic Race Sex Ethnicity,Category1,Circuit1,County   ,COVIDMONTHS,Date,Ethnic Group,Gender1,Offense1,Region,Stage,Stages1,Arrests,Arrests per 1000,Arrests/Youth,Arrests/Youth ,Youth,Youth per 1000,Youth Population,Youthpop
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,Black Female,Felony,18,Brevard,1,1/28/2020,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,4028,4028
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Felony,18,Brevard,1,3/16/2020,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,4028,4028
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Felony,18,Brevard,1,12/10/2019,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,4028,4028
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Felony,18,Brevard,1,11/22/2019,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,4028,4028
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Felony,18,Brevard,1,2/5/2020,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,4028,4028
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Felony,18,Brevard,1,11/14/2019,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,4028,4028
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,12,All,Black Female,Misdemeanor,18,Brevard,1,7/13/2019,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,4028,4028
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Misdemeanor,18,Brevard,1,1/16/2020,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,4028,4028
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Misdemeanor,18,Brevard,2,4/13/2020,Black,Female,Misd Obstruct Justice,Central,Arrests,Intake,1,0,1,1,1,0,4028,4028
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,18,Brevard,2,5/27/2020,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,4028,4028
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,18,Brevard,2,6/19/2020,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,4028,4028
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,18,Brevard,1,10/25/2019,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,4028,4028
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,18,Brevard,1,10/17/2019,Black,Female,Disorderly Conduct,Central,Arrests,Intake,1,0,0,0,0,0,4028,4028
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,18,Brevard,1,10/26/2019,Black,Female,Violation of Probation LEO,Central,Arrests,Intake,1,0,0,0,0,0,4028,4028
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Misdemeanor,18,Brevard,1,12/1/2019,Black,Female,Disorderly Conduct,Central,Arrests,Intake,1,0,1,1,1,0,4028,4028
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Misdemeanor,18,Brevard,1,7/2/2019,Black,Female,Disorderly Conduct,Central,Arrests,Intake,1,0,1,1,1,0,4028,4028
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Misdemeanor,18,Brevard,1,10/24/2019,Black,Female,Disorderly Conduct,Central,Arrests,Intake,1,0,1,1,1,0,4028,4028
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,Black Female,Misdemeanor,18,Brevard,1,12/26/2019,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,4028,4028
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,18,Brevard,2,6/4/2020,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,4028,4028
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,18,Brevard,1,7/16/2019,Black,Female,Prosecution Previously Deferred,Central,Arrests,Intake,1,0,1,1,1,0,4028,4028
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,18,Brevard,1,10/14/2019,Black,Female,Violation of Probation LEO,Central,Arrests,Intake,1,0,1,1,1,0,4028,4028
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Felony,18,Brevard,1,12/26/2019,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,4028,4028
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Felony,2,Gadsden,2,5/27/2020,Black,Female,Auto Theft,North,Arrests,Intake,1,1,0,0,0,0,1438,1438
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Felony,2,Gadsden,1,1/7/2020,Black,Female,Fraud Forgery Counterfeit,North,Arrests,Intake,1,1,1,1,1,1,1438,1438
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Felony,2,Gadsden,1,8/9/2019,Black,Female,Agg Assault/Battery,North,Arrests,Intake,1,1,1,1,1,1,1438,1438
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,2,Gadsden,1,11/25/2019,Black,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,1,0,0,0,0,1438,1438
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Misdemeanor,2,Gadsden,1,12/19/2019,Black,Female,Petit Larceny,North,Arrests,Intake,1,1,1,1,1,1,1438,1438
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Felony,2,Gadsden,1,12/4/2019,Black,Female,Agg Assault/Battery,North,Arrests,Intake,1,1,0,0,0,0,1438,1438
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Felony,2,Gadsden,1,2/7/2020,Black,Female,Grand Larceny(excl auto),North,Arrests,Intake,1,1,0,0,0,0,1438,1438
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,2,Gadsden,1,10/28/2019,Black,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,1,1,1,1,1,1438,1438
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,2,Gadsden,1,2/10/2020,Black,Female,Trespassing,North,Arrests,Intake,1,1,1,1,1,1,1438,1438
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,2,Gadsden,1,2/7/2020,Black,Female,Trespassing,North,Arrests,Intake,1,1,1,1,1,1,1438,1438
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,12,All,Black Female,Misdemeanor,2,Gadsden,1,2/7/2020,Black,Female,Assault/Battery,North,Arrests,Intake,2,1,2,2,2,1,1438,2876
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,7,Flagler,1,7/5/2019,Black,Female,Assault/Battery,North,Arrests,Intake,1,1,1,1,1,1,747,747
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Felony,7,Flagler,1,11/6/2019,Black,Female,Agg Assault/Battery,North,Arrests,Intake,1,1,1,1,1,1,747,747
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Felony,7,Flagler,2,5/18/2020,Black,Female,Obstruct Justice,North,Arrests,Intake,1,1,1,1,1,1,747,747
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,18,All,Black Female,Felony,7,Flagler,1,2/6/2020,Black,Female,Armed Robbery,North,Arrests,Intake,1,1,1,1,1,1,747,747
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Felony,7,Flagler,2,5/17/2020,Black,Female,Felony Vandalism,North,Arrests,Intake,1,1,1,1,1,1,747,747
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Misdemeanor,7,Flagler,1,11/6/2019,Black,Female,Assault/Battery,North,Arrests,Intake,1,1,1,1,1,1,747,747
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Misdemeanor,7,Flagler,1,7/5/2019,Black,Female,Assault/Battery,North,Arrests,Intake,1,1,1,1,1,1,747,747
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,Black Female,Felony,7,Flagler,1,12/5/2019,Black,Female,Agg Assault/Battery,North,Arrests,Intake,1,1,1,1,1,1,747,747
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,12,All,Black Female,Felony,7,Flagler,2,5/26/2020,Black,Female,Agg Assault/Battery,North,Arrests,Intake,1,1,1,1,1,1,747,747
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Felony,7,Flagler,1,12/5/2019,Black,Female,Agg Assault/Battery,North,Arrests,Intake,1,1,1,1,1,1,747,747
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,Black Female,Felony,7,Flagler,1,12/5/2019,Black,Female,Agg Assault/Battery,North,Arrests,Intake,1,1,1,1,1,1,747,747
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Misdemeanor,7,Flagler,2,5/5/2020,Black,Female,Assault/Battery,North,Arrests,Intake,1,1,1,1,1,1,747,747
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,12,All,Black Female,Misdemeanor,7,Flagler,1,8/26/2019,Black,Female,Assault/Battery,North,Arrests,Intake,1,1,1,1,1,1,747,747
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,7,Flagler,2,6/3/2020,Black,Female,Vandalism,North,Arrests,Intake,1,1,1,1,1,1,747,747
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Misdemeanor,7,Flagler,1,7/5/2019,Black,Female,Assault/Battery,North,Arrests,Intake,2,3,1,1,1,1,747,1494
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Misdemeanor,7,Flagler,1,9/17/2019,Black,Female,Assault/Battery,North,Arrests,Intake,1,1,1,1,1,1,747,747
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Misdemeanor,7,Flagler,1,11/6/2019,Black,Female,Assault/Battery,North,Arrests,Intake,1,1,1,1,1,1,747,747
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,12,All,Black Female,Felony,7,Flagler,1,11/6/2019,Black,Female,Agg Assault/Battery,North,Arrests,Intake,1,1,1,1,1,1,747,747
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Misdemeanor,7,Flagler,1,11/6/2019,Black,Female,Assault/Battery,North,Arrests,Intake,1,1,1,1,1,1,747,747
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Misdemeanor,7,Flagler,1,8/28/2019,Black,Female,Assault/Battery,North,Arrests,Intake,1,1,1,1,1,1,747,747
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Misdemeanor,7,Flagler,1,12/5/2019,Black,Female,Trespassing,North,Arrests,Intake,1,1,1,1,1,1,747,747
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,7,Flagler,1,11/6/2019,Black,Female,Assault/Battery,North,Arrests,Intake,2,3,1,1,1,1,747,1494
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Hispanic Female,Misdemeanor,7,Flagler,2,5/22/2020,Hispanic,Female,Assault/Battery,North,Arrests,Intake,1,1,0,0,0,0,680,680
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Hispanic Female,Misdemeanor,7,Flagler,2,6/8/2020,Hispanic,Female,Assault/Battery,North,Arrests,Intake,1,1,1,1,1,1,680,680
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Hispanic Female,Felony,7,Flagler,1,1/25/2020,Hispanic,Female,Agg Assault/Battery,North,Arrests,Intake,1,1,1,1,1,1,680,680
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Hispanic Female,Misdemeanor,7,Flagler,1,11/6/2019,Hispanic,Female,Trespassing,North,Arrests,Intake,1,1,1,1,1,1,680,680
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Misdemeanor,10,Hardee,1,7/18/2019,White,Female,Assault/Battery,Central,Arrests,Intake,1,2,1,1,1,2,491,491
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Misdemeanor,10,Hardee,1,8/6/2019,White,Female,Misd Obstruct Justice,Central,Arrests,Intake,1,2,1,1,1,2,491,491
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Misdemeanor,10,Hardee,1,3/17/2020,White,Female,Assault/Battery,Central,Arrests,Intake,1,2,1,1,1,2,491,491
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Other,10,Hardee,1,2/18/2020,White,Female,Prosecution Previously Deferred,Central,Arrests,Intake,1,2,0,0,0,0,491,491
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Felony,10,Hardee,1,12/17/2019,White,Female,Felony Drug,Central,Arrests,Intake,1,2,1,1,1,2,491,491
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Misdemeanor,10,Hardee,1,10/28/2019,White,Female,Hunt Fish Boat Laws,Central,Arrests,Intake,1,2,1,1,1,2,491,491
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,White Female,Misdemeanor,10,Hardee,1,12/20/2019,White,Female,Alcohol Offenses,Central,Arrests,Intake,1,2,1,1,1,2,491,491
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,White Female,Other,10,Polk,1,7/24/2019,White,Female,Prosecution Previously Deferred,Central,Arrests,Intake,1,0,1,1,1,0,14957,14957
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,White Female,Misdemeanor,7,Volusia,1,7/19/2019,White,Female,Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,11,All,White Female,Felony,7,Volusia,1,2/14/2020,White,Female,Agg Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Felony,7,Volusia,1,12/17/2019,White,Female,Agg Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,White Female,Felony,7,Volusia,1,1/10/2020,White,Female,Felony Drug,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Felony,7,Volusia,1,1/3/2020,White,Female,Agg Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Felony,7,Volusia,1,2/28/2020,White,Female,Weapon/Firearm,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,18,All,White Female,Felony,7,Volusia,1,8/15/2019,White,Female,“Other” Felony,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,11,All,White Female,Misdemeanor,7,Volusia,1,12/5/2019,White,Female,Assault/Battery,North,Arrests,Intake,1,0,0,0,0,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Misdemeanor,7,Volusia,1,12/11/2019,White,Female,Vandalism,North,Arrests,Intake,1,0,0,0,0,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Misdemeanor,7,Volusia,1,2/11/2020,White,Female,Assault/Battery,North,Arrests,Intake,1,0,0,0,0,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Misdemeanor,7,Volusia,1,12/4/2019,White,Female,Assault/Battery,North,Arrests,Intake,1,0,0,0,0,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,White Female,Misdemeanor,7,Volusia,2,6/4/2020,White,Female,Assault/Battery,North,Arrests,Intake,1,0,0,0,0,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,White Female,Misdemeanor,7,Volusia,1,3/31/2020,White,Female,Assault/Battery,North,Arrests,Intake,1,0,0,0,0,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,White Female,Misdemeanor,7,Volusia,1,2/25/2020,White,Female,Assault/Battery,North,Arrests,Intake,1,0,0,0,0,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Misdemeanor,7,Volusia,1,10/1/2019,White,Female,Misd Obstruct Justice,North,Arrests,Intake,1,0,0,0,0,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Misdemeanor,7,Volusia,1,12/24/2019,White,Female,Petit Larceny,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,White Female,Misdemeanor,7,Volusia,1,8/28/2019,White,Female,Misdemeanor Drug,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,White Female,Misdemeanor,7,Volusia,1,7/22/2019,White,Female,Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,White Female,Misdemeanor,7,Volusia,2,6/18/2020,White,Female,Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Misdemeanor,7,Volusia,1,1/11/2020,White,Female,Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Misdemeanor,7,Volusia,2,6/10/2020,White,Female,Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Misdemeanor,7,Volusia,1,1/3/2020,White,Female,Alcohol Offenses,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Misdemeanor,7,Volusia,1,7/22/2019,White,Female,Petit Larceny,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Misdemeanor,7,Volusia,1,8/6/2019,White,Female,Petit Larceny,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Misdemeanor,7,Volusia,1,8/20/2019,White,Female,Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Misdemeanor,7,Volusia,1,11/26/2019,White,Female,Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Misdemeanor,7,Volusia,1,7/22/2019,White,Female,Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Other,7,Volusia,1,9/12/2019,White,Female,Violation of Probation New-Law,North,Arrests,Intake,1,0,0,0,0,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Other,7,Volusia,1,12/30/2019,White,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,0,0,0,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Other,7,Volusia,1,10/10/2019,White,Female,Violation of Probation Non-Law,North,Arrests,Intake,1,0,0,0,0,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Other,7,Volusia,1,11/4/2019,White,Female,Violation of Probation New-Law,North,Arrests,Intake,1,0,0,0,0,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,12,All,White Female,Misdemeanor,7,Volusia,1,3/4/2020,White,Female,Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,12,All,White Female,Misdemeanor,7,Volusia,1,1/25/2020,White,Female,Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Misdemeanor,7,Volusia,1,9/20/2019,White,Female,Petit Larceny,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Misdemeanor,7,Volusia,1,9/4/2019,White,Female,Petit Larceny,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,White Female,Misdemeanor,7,Volusia,1,1/13/2020,White,Female,Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,White Female,Misdemeanor,7,Volusia,1,7/27/2019,White,Female,Misd Obstruct Justice,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,White Female,Misdemeanor,7,Volusia,1,12/18/2019,White,Female,Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Misdemeanor,7,Volusia,1,8/4/2019,White,Female,Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Misdemeanor,7,Volusia,1,1/8/2020,White,Female,Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Misdemeanor,7,Volusia,1,9/18/2019,White,Female,Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Misdemeanor,7,Volusia,1,11/20/2019,White,Female,Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Misdemeanor,7,Volusia,1,1/24/2020,White,Female,Assault/Battery,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Misdemeanor,7,Volusia,1,8/6/2019,White,Female,Petit Larceny,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,White Female,Misdemeanor,7,Volusia,1,9/1/2019,White,Female,Misd Obstruct Justice,North,Arrests,Intake,1,0,1,1,1,0,12547,12547
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,White Female,Other,7,Volusia,2,4/15/2020,White,Female,Violation of Probation LEO,North,Arrests,Intake,1,0,0,0,0,0,12547,12547
